title;year;url;checkedcount;favouritecount;officialtoplistcount;usertoplistcount;akatitle;imdburl;checked;favorite;disliked;watchlist;owned
"Wonder Boys";2000;http://www.icheckmovies.com/movies/wonder+boys/;5063;281;2;107;;http://www.imdb.com/title/tt0185014/;"2014-04-24 01:12:20";no;no;no;no
"Jerry Maguire";1996;http://www.icheckmovies.com/movies/jerry+maguire/;29325;808;6;173;;http://www.imdb.com/title/tt0116695/;"2014-04-24 01:12:14";no;no;no;no
Cloverfield;2008;http://www.icheckmovies.com/movies/cloverfield/;28197;1098;3;197;;http://www.imdb.com/title/tt1060277/;"2014-04-24 01:11:52";no;no;no;no
"The Goonies";1985;http://www.icheckmovies.com/movies/the+goonies/;25677;1717;1;189;;http://www.imdb.com/title/tt0089218/;"2014-04-24 01:10:51";no;no;no;no
"Carlito's Way";1993;http://www.icheckmovies.com/movies/carlitos+way/;8798;659;3;155;;http://www.imdb.com/title/tt0106519/;"2014-04-24 01:08:57";no;no;no;no
"Point Break";1991;http://www.icheckmovies.com/movies/point+break/;10369;438;3;118;;http://www.imdb.com/title/tt0102685/;"2014-04-24 01:06:59";no;no;no;no
"United 93";2006;http://www.icheckmovies.com/movies/united+93/;11917;411;5;161;;http://www.imdb.com/title/tt0475276/;"2014-04-24 01:06:53";no;no;no;no
"As Good as It Gets";1997;http://www.icheckmovies.com/movies/as+good+as+it+gets/;28662;1420;6;190;;http://www.imdb.com/title/tt0119822/;"2014-04-24 01:06:07";no;no;no;no
Sunshine;2007;http://www.icheckmovies.com/movies/sunshine/;17563;1332;1;178;;http://www.imdb.com/title/tt0448134/;"2014-04-24 01:04:16";no;no;no;no
"The Omen";1976;http://www.icheckmovies.com/movies/the+omen/;13806;528;4;207;;http://www.imdb.com/title/tt0075005/;"2014-04-24 01:01:06";no;no;no;no
"The Others";2001;http://www.icheckmovies.com/movies/the+others/;35518;1704;6;203;;http://www.imdb.com/title/tt0230600/;"2014-04-24 01:01:05";no;no;no;no
"Honey, I Shrunk the Kids";1989;http://www.icheckmovies.com/movies/honey+i+shrunk+the+kids/;45084;452;2;73;;http://www.imdb.com/title/tt0097523/;"2014-04-24 00:58:45";no;no;no;no
"The Ring";2002;http://www.icheckmovies.com/movies/the+ring-2002-1/;46041;967;4;200;;http://www.imdb.com/title/tt0298130/;"2014-04-24 00:58:38";no;no;no;no
"War of the Worlds";2005;http://www.icheckmovies.com/movies/war+of+the+worlds/;48364;656;3;159;;http://www.imdb.com/title/tt0407304/;"2014-04-24 00:58:19";no;no;no;no
"Austin Powers: The Spy Who Shagged Me";1999;http://www.icheckmovies.com/movies/austin+powers+the+spy+who+shagged+me/;48502;725;3;119;;http://www.imdb.com/title/tt0145660/;"2014-04-24 00:58:14";no;no;no;no
"Back to the Future Part III";1990;http://www.icheckmovies.com/movies/back+to+the+future+part+iii/;50312;1735;4;229;;http://www.imdb.com/title/tt0099088/;"2014-04-24 00:58:07";no;no;no;no
"The Lost World: Jurassic Park";1997;http://www.icheckmovies.com/movies/the+lost+world+jurassic+park/;53221;685;4;141;;http://www.imdb.com/title/tt0119567/;"2014-04-24 00:57:55";no;no;no;no
"Cast Away";2000;http://www.icheckmovies.com/movies/cast+away/;54739;2224;3;192;;http://www.imdb.com/title/tt0162222/;"2014-04-24 00:57:51";no;no;no;no
"Star Wars: Episode II - Attack of the Clones";2002;http://www.icheckmovies.com/movies/star+wars+episode+ii+-+attack+of+the+clones/;55610;1011;3;239;;http://www.imdb.com/title/tt0121765/;"2014-04-24 00:57:43";no;no;no;no
"The Curious Case of Benjamin Button";2008;http://www.icheckmovies.com/movies/the+curious+case+of+benjamin+button/;58766;3065;5;306;;http://www.imdb.com/title/tt0421715/;"2014-04-24 00:57:31";no;no;no;no
"Back to the Future Part II";1989;http://www.icheckmovies.com/movies/back+to+the+future+part+ii/;58824;2677;4;280;;http://www.imdb.com/title/tt0096874/;"2014-04-24 00:57:29";no;no;no;no
"Star Wars: Episode I - The Phantom Menace";1999;http://www.icheckmovies.com/movies/star+wars+episode+i+-+the+phantom+menace/;60104;1065;4;284;;http://www.imdb.com/title/tt0120915/;"2014-04-24 00:57:23";no;no;no;no
"I Am Legend";2007;http://www.icheckmovies.com/movies/i+am+legend/;61462;1772;2;178;;http://www.imdb.com/title/tt0480249/;"2014-04-24 00:57:18";no;no;no;no
"The Mask";1994;http://www.icheckmovies.com/movies/the+mask/;62385;1325;3;138;;http://www.imdb.com/title/tt0110475/;"2014-04-24 00:57:15";no;no;no;no
"Charlie and the Chocolate Factory";2005;http://www.icheckmovies.com/movies/charlie+and+the+chocolate+factory/;67096;1317;2;176;;http://www.imdb.com/title/tt0367594/;"2014-04-24 00:57:09";no;no;no;no
"The Queen";2006;http://www.icheckmovies.com/movies/the+queen/;11290;337;4;134;;http://www.imdb.com/title/tt0436697/;"2014-04-24 00:54:39";no;no;no;no
Atonement;2007;http://www.icheckmovies.com/movies/atonement/;22072;1838;6;222;;http://www.imdb.com/title/tt0783233/;"2014-04-24 00:54:37";no;no;no;no
"24 7: Twenty Four Seven";1997;http://www.icheckmovies.com/movies/24+7+twenty+four+seven/;90;2;0;16;;http://www.imdb.com/title/tt0120391/;"2014-04-24 00:03:07";no;no;no;no
Waterloo;1970;http://www.icheckmovies.com/movies/waterloo/;456;19;1;30;;http://www.imdb.com/title/tt0066549/;"2014-04-23 23:50:45";yes;no;no;no
Unbreakable;2000;http://www.icheckmovies.com/movies/unbreakable/;30950;1397;4;148;;http://www.imdb.com/title/tt0217869/;"2014-04-23 23:45:38";yes;no;no;no
"Logan's Run";1976;http://www.icheckmovies.com/movies/logans+run/;4405;196;3;95;;http://www.imdb.com/title/tt0074812/;"2014-04-23 23:42:32";no;no;no;no
Heathers;1988;http://www.icheckmovies.com/movies/heathers/;10049;996;6;161;;http://www.imdb.com/title/tt0097493/;"2014-04-23 23:40:55";no;no;no;no
Friday;1995;http://www.icheckmovies.com/movies/friday/;4275;197;1;62;;http://www.imdb.com/title/tt0113118/;"2014-04-23 23:40:22";no;no;no;no
"Ginger Snaps";2000;http://www.icheckmovies.com/movies/ginger+snaps/;5038;284;5;109;;http://www.imdb.com/title/tt0210070/;"2014-04-23 23:39:51";no;no;no;no
"The Duellists";1977;http://www.icheckmovies.com/movies/the+duellists/;1393;100;3;62;;http://www.imdb.com/title/tt0075968/;"2014-04-23 23:37:34";no;no;yes;no
"Dog Soldiers";2002;http://www.icheckmovies.com/movies/dog+soldiers/;4585;159;2;85;;http://www.imdb.com/title/tt0280609/;"2014-04-23 23:37:17";no;no;no;no
Barbarella;1968;http://www.icheckmovies.com/movies/barbarella/;4159;173;6;128;;http://www.imdb.com/title/tt0062711/;"2014-04-23 23:33:51";no;no;no;no
"Black Swan";2010;http://www.icheckmovies.com/movies/black+swan/;67180;5811;10;533;;http://www.imdb.com/title/tt0947798/;"2014-04-23 23:31:49";no;no;no;no
Sideways;2004;http://www.icheckmovies.com/movies/sideways/;16215;998;5;253;;http://www.imdb.com/title/tt0375063/;"2014-04-23 23:30:17";no;no;no;no
"The Aviator";2004;http://www.icheckmovies.com/movies/the+aviator/;28550;1084;6;253;;http://www.imdb.com/title/tt0338751/;"2014-04-23 23:29:45";no;no;no;no
"This Is England";2006;http://www.icheckmovies.com/movies/this+is+england/;10459;1072;2;139;;http://www.imdb.com/title/tt0480025/;"2014-04-23 23:28:17";no;no;no;no
"A Room for Romeo Brass";1999;http://www.icheckmovies.com/movies/a+room+for+romeo+brass/;401;26;1;30;;http://www.imdb.com/title/tt0202559/;"2014-04-23 23:27:32";yes;no;no;no
"Gregory's Girl";1981;http://www.icheckmovies.com/movies/gregorys+girl/;1544;85;7;74;;http://www.imdb.com/title/tt0082477/;"2014-04-23 23:27:18";no;no;no;no
"Dead Man's Shoes";2004;http://www.icheckmovies.com/movies/dead+mans+shoes/;3911;381;4;108;;http://www.imdb.com/title/tt0419677/;"2014-04-23 23:26:20";yes;no;no;no
"My Summer of Love";2004;http://www.icheckmovies.com/movies/my+summer+of+love/;1186;57;2;56;;http://www.imdb.com/title/tt0382189/;"2014-04-23 23:25:40";no;no;no;no
"The Prince of Egypt";1998;http://www.icheckmovies.com/movies/the+prince+of+egypt/;29069;802;3;105;;http://www.imdb.com/title/tt0120794/;"2014-04-23 23:24:56";no;no;no;no
"The Hunchback of Notre Dame";1996;http://www.icheckmovies.com/movies/the+hunchback+of+notre+dame-1996-3/;43186;793;3;114;;http://www.imdb.com/title/tt0116583/;"2014-04-23 23:24:21";no;no;no;no
Bambi;1942;http://www.icheckmovies.com/movies/bambi/;55683;769;12;246;;http://www.imdb.com/title/tt0034492/;"2014-04-23 23:24:00";no;no;no;no
Cinderella;1950;http://www.icheckmovies.com/movies/cinderella-1950/;33944;506;3;159;;http://www.imdb.com/title/tt0042332/;"2014-04-23 23:23:26";no;no;no;no
Venus;2006;http://www.icheckmovies.com/movies/venus/;506;17;0;34;;http://www.imdb.com/title/tt0489327/;"2014-04-23 23:22:05";no;no;no;no
Apocalypto;2006;http://www.icheckmovies.com/movies/apocalypto/;17003;949;2;142;;http://www.imdb.com/title/tt0472043/;"2014-04-23 23:20:24";no;no;no;no
"Brassed Off";1996;http://www.icheckmovies.com/movies/brassed+off/;1566;54;1;39;;http://www.imdb.com/title/tt0115744/;"2014-04-23 23:19:27";no;no;no;no
"The Ipcress File";1965;http://www.icheckmovies.com/movies/the+ipcress+file/;1218;53;3;63;;http://www.imdb.com/title/tt0059319/;"2014-04-23 23:18:54";no;no;no;no
"The Italian Job";1969;http://www.icheckmovies.com/movies/the+italian+job/;6654;229;3;83;;http://www.imdb.com/title/tt0064505/;"2014-04-23 23:18:35";no;no;no;no
Zulu;1964;http://www.icheckmovies.com/movies/zulu/;3773;167;8;101;;http://www.imdb.com/title/tt0058777/;"2014-04-23 23:18:29";no;no;no;no
"The Full Monty";1997;http://www.icheckmovies.com/movies/the+full+monty/;19933;546;7;109;;http://www.imdb.com/title/tt0119164/;"2014-04-23 23:17:41";no;no;no;no
"Cross of Iron";1977;http://www.icheckmovies.com/movies/cross+of+iron/;1200;75;1;57;;http://www.imdb.com/title/tt0074695/;"2014-04-23 23:16:51";no;no;no;no
"East Is East";1999;http://www.icheckmovies.com/movies/east+is+east/;1000;37;2;30;;http://www.imdb.com/title/tt0166175/;"2014-04-23 23:16:19";no;no;no;no
Snowtown;2011;http://www.icheckmovies.com/movies/snowtown/;853;42;0;59;;http://www.imdb.com/title/tt1680114/;"2014-04-23 23:16:02";no;no;no;no
"Wolf Creek";2005;http://www.icheckmovies.com/movies/wolf+creek/;2625;69;2;88;;http://www.imdb.com/title/tt0416315/;"2014-04-23 23:15:38";no;no;no;no
Chopper;2000;http://www.icheckmovies.com/movies/chopper/;2154;117;2;53;;http://www.imdb.com/title/tt0221073/;"2014-04-23 23:14:27";no;no;no;no
"La môme";2007;http://www.icheckmovies.com/movies/la+mome/;5944;515;1;119;"La Vie en Rose";http://www.imdb.com/title/tt0450188/;"2014-04-23 23:12:06";no;no;no;no
"The Hunger Games: Catching Fire";2013;http://www.icheckmovies.com/movies/the+hunger+games+catching+fire/;16641;845;2;198;;http://www.imdb.com/title/tt1951264/;"2014-04-23 22:55:57";no;no;no;no
Tombstone;1993;http://www.icheckmovies.com/movies/tombstone/;8855;557;3;115;;http://www.imdb.com/title/tt0108358/;"2014-04-23 22:55:19";no;no;no;no
"Evil Dead II";1987;http://www.icheckmovies.com/movies/evil+dead+ii/;18538;1529;8;312;"Evil Dead 2: Dead by Dawn";http://www.imdb.com/title/tt0092991/;"2014-04-23 22:55:06";no;no;no;no
"Walk the Line";2005;http://www.icheckmovies.com/movies/walk+the+line/;29731;1569;3;175;;http://www.imdb.com/title/tt0358273/;"2014-04-23 22:54:32";no;no;no;no
"The Fighter";2010;http://www.icheckmovies.com/movies/the+fighter/;27107;1454;5;239;;http://www.imdb.com/title/tt0964517/;"2014-04-23 22:54:18";no;no;no;no
"Un prophète";2009;http://www.icheckmovies.com/movies/un+prophete/;6572;767;4;209;"A Prophet";http://www.imdb.com/title/tt1235166/;"2014-04-23 22:53:54";no;no;no;no
"The Notebook";2004;http://www.icheckmovies.com/movies/the+notebook/;28144;1935;0;184;;http://www.imdb.com/title/tt0332280/;"2014-04-23 22:52:04";no;no;no;no
"Mystic River";2003;http://www.icheckmovies.com/movies/mystic+river/;33750;1943;4;258;;http://www.imdb.com/title/tt0327056/;"2014-04-23 22:51:59";no;no;no;no
"Cinderella Man";2005;http://www.icheckmovies.com/movies/cinderella+man/;15225;636;3;101;;http://www.imdb.com/title/tt0352248/;"2014-04-23 22:51:30";no;no;no;no
"Big Fish";2003;http://www.icheckmovies.com/movies/big+fish/;57678;5123;7;321;;http://www.imdb.com/title/tt0319061/;"2014-04-23 22:49:38";no;no;no;no
"Star Trek";2009;http://www.icheckmovies.com/movies/star+trek/;60868;3372;8;291;;http://www.imdb.com/title/tt0796366/;"2014-04-23 22:49:21";no;no;no;no
"The Perks of Being a Wallflower";2012;http://www.icheckmovies.com/movies/the+perks+of+being+a+wallflower/;20484;2391;3;290;;http://www.imdb.com/title/tt1659337/;"2014-04-23 22:48:35";no;no;no;no
Bridesmaids;2011;http://www.icheckmovies.com/movies/bridesmaids/;26495;1257;2;203;;http://www.imdb.com/title/tt1478338/;"2014-04-23 22:43:40";no;no;no;no
"Das weiße Band - Eine deutsche Kindergeschichte";2009;http://www.icheckmovies.com/movies/das+weisse+band+-+eine+deutsche+kindergeschichte/;6653;775;7;241;"The White Ribbon";http://www.imdb.com/title/tt1149362/;"2014-04-23 22:43:20";no;no;no;no
Avatar;2009;http://www.icheckmovies.com/movies/avatar/;89931;3781;14;407;;http://www.imdb.com/title/tt0499549/;"2014-04-23 22:43:14";no;no;no;no
"Paranormal Activity";2007;http://www.icheckmovies.com/movies/paranormal+activity/;22675;513;1;173;;http://www.imdb.com/title/tt1179904/;"2014-04-23 22:43:05";no;no;no;no
Happiness;1998;http://www.icheckmovies.com/movies/happiness/;6572;716;7;186;;http://www.imdb.com/title/tt0147612/;"2014-04-23 22:42:32";no;no;yes;no
Ringu;1998;http://www.icheckmovies.com/movies/ringu/;10668;344;6;164;;http://www.imdb.com/title/tt0178868/;"2014-04-23 22:42:27";no;no;no;no
"The English Patient";1996;http://www.icheckmovies.com/movies/the+english+patient/;19821;773;14;248;;http://www.imdb.com/title/tt0116209/;"2014-04-23 22:41:37";no;no;no;no
"Secrets & Lies";1996;http://www.icheckmovies.com/movies/secrets+and+lies/;3697;367;11;210;;http://www.imdb.com/title/tt0117589/;"2014-04-23 22:41:31";no;no;no;no
Scream;1996;http://www.icheckmovies.com/movies/scream/;35315;1082;6;272;;http://www.imdb.com/title/tt0117571/;"2014-04-23 22:41:24";no;no;no;no
Shine;1996;http://www.icheckmovies.com/movies/shine/;5401;311;6;123;;http://www.imdb.com/title/tt0117631/;"2014-04-23 22:41:17";yes;no;no;no
Clueless;1995;http://www.icheckmovies.com/movies/clueless/;27453;1234;3;185;;http://www.imdb.com/title/tt0112697/;"2014-04-23 22:41:08";no;no;no;no
"Muriel's Wedding";1994;http://www.icheckmovies.com/movies/muriels+wedding/;4822;238;3;69;;http://www.imdb.com/title/tt0110598/;"2014-04-23 22:40:42";no;no;no;no
"Natural Born Killers";1994;http://www.icheckmovies.com/movies/natural+born+killers/;19808;1358;5;218;;http://www.imdb.com/title/tt0110632/;"2014-04-23 22:40:37";no;no;no;no
"The Piano";1993;http://www.icheckmovies.com/movies/the+piano/;9929;590;12;255;;http://www.imdb.com/title/tt0107822/;"2014-04-23 22:40:16";no;no;no;no
"Strictly Ballroom";1992;http://www.icheckmovies.com/movies/strictly+ballroom/;3675;227;5;82;;http://www.imdb.com/title/tt0105488/;"2014-04-23 22:39:58";no;no;no;no
"Romper Stomper";1992;http://www.icheckmovies.com/movies/romper+stomper/;3423;109;3;48;;http://www.imdb.com/title/tt0105275/;"2014-04-23 22:39:52";no;no;no;no
"Total Recall";1990;http://www.icheckmovies.com/movies/total+recall/;30487;1406;7;226;;http://www.imdb.com/title/tt0100802/;"2014-04-23 22:39:08";no;no;no;no
"Dances with Wolves";1990;http://www.icheckmovies.com/movies/dances+with+wolves/;32136;1306;15;332;;http://www.imdb.com/title/tt0099348/;"2014-04-23 22:38:59";no;no;no;no
"Sex, Lies, and Videotape";1989;http://www.icheckmovies.com/movies/sex+lies+and+videotape/;7244;363;8;163;;http://www.imdb.com/title/tt0098724/;"2014-04-23 22:38:42";yes;no;no;no
"Field of Dreams";1989;http://www.icheckmovies.com/movies/field+of+dreams/;15170;470;7;156;;http://www.imdb.com/title/tt0097351/;"2014-04-23 22:38:25";no;no;no;no
Batman;1989;http://www.icheckmovies.com/movies/batman/;57425;1519;8;280;;http://www.imdb.com/title/tt0096895/;"2014-04-23 22:38:16";no;no;no;no
Big;1988;http://www.icheckmovies.com/movies/big/;30923;938;5;170;;http://www.imdb.com/title/tt0094737/;"2014-04-23 22:37:31";no;no;no;no
"Fatal Attraction";1987;http://www.icheckmovies.com/movies/fatal+attraction/;14684;234;7;167;;http://www.imdb.com/title/tt0093010/;"2014-04-23 22:37:13";no;no;no;no
"The Untouchables";1987;http://www.icheckmovies.com/movies/the+untouchables/;24898;1314;5;264;;http://www.imdb.com/title/tt0094226/;"2014-04-23 22:35:00";no;no;no;no
